Market Name,Delivery Date,Unique bid number,Response Unit,Unit type,Agent/Applicant,Related Entity,Volume offered,Volume Accepted,Delivery Start UTC,Delivery End UTC,Service Duration,Availability Fee,Total Cost,RTM/no RTM,Accepted/Rejected,Rejection code,Technology Type
Withdraw,16-02-21,20210216 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,0,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,16-02-21,20210216 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,16-02-21,20210216 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,7,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,19,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,7752,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESS-22,DBESS-22,Non-BM,Zenobe Energy Limited,BESS HOLDCO 2 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,5,5,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,2040,RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,16-02-21,20210216 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-15T23:00:00Z,2021-02-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,17-02-21,20210217 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,17-02-21,20210217 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,17-02-21,20210217 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,16.99,1223.28,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESS-22,DBESS-22,Non-BM,Zenobe Energy Limited,BESS HOLDCO 2 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,5,5,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,2040,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,7,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,19,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,7752,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,4,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,1632,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,10,10,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,4080,RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,17-02-21,20210217 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-16T23:00:00Z,2021-02-17T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,18-02-21,20210218 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,18-02-21,20210218 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,0,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,18-02-21,20210218 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,18-02-21,20210218 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,16.99,1223.28,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,7,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,19,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,7752,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESS-22,DBESS-22,Non-BM,Zenobe Energy Limited,BESS HOLDCO 2 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,5,5,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,2040,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,10,10,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,4080,RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,18-02-21,20210218 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-17T23:00:00Z,2021-02-18T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,19-02-21,20210219 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,19-02-21,20210219 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,19-02-21,20210219 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,16.99,1223.28,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,7,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,19,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,7752,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,4,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,1632,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESS-22,DBESS-22,Non-BM,Zenobe Energy Limited,BESS HOLDCO 2 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,5,5,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,2040,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,10,10,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,4080,RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,19-02-21,20210219 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-18T23:00:00Z,2021-02-19T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,20-02-21,20210220 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,20-02-21,20210220 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,20-02-21,20210220 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,16.99,1223.28,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,7,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,19,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,7752,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,4,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,1632,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESS-22,DBESS-22,Non-BM,Zenobe Energy Limited,BESS HOLDCO 2 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,5,5,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,2040,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,10,10,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,4080,RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,20-02-21,20210220 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-02-19T23:00:00Z,2021-02-20T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,21-02-21,20210221 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-02-20T23:00:00Z,2021-02-21T23:00:00Z,24,0,,RTM,Rejected,5,Battery
