Market Name,Delivery Date,Unique bid number,Response Unit,Unit type,Agent/Applicant,Related Entity,Volume offered,Volume Accepted,Delivery Start UTC,Delivery End UTC,Service Duration,Availability Fee,Total Cost,RTM/no RTM,Accepted/Rejected,Rejection code,Technology Type
DC LF,09-10-20,20201009 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-08T22:00:00Z,2020-10-09T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,09-10-20,20201009 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-08T22:00:00Z,2020-10-09T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,09-10-20,20201009 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-08T22:00:00Z,2020-10-09T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,09-10-20,20201009 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-08T22:00:00Z,2020-10-09T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,10-10-20,20201010 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,10-10-20,20201010 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,10-10-20,20201010 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,10-10-20,20201010 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,10-10-20,20201010 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,10-10-20,20201010 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-09T22:00:00Z,2020-10-10T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,11-10-20,20201011 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,11-10-20,20201011 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,11-10-20,20201011 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,11-10-20,20201011 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,11-10-20,20201011 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,11-10-20,20201011 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-10T22:00:00Z,2020-10-11T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,12-10-20,20201012 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,12-10-20,20201012 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,12-10-20,20201012 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,12-10-20,20201012 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,12-10-20,20201012 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,12-10-20,20201012 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-11T22:00:00Z,2020-10-12T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,13-10-20,20201013 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,13-10-20,20201013 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,13-10-20,20201013 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,13-10-20,20201013 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,13-10-20,20201013 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,13-10-20,20201013 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-12T22:00:00Z,2020-10-13T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,14-10-20,20201014 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,14-10-20,20201014 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,14-10-20,20201014 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,16.94,19921.44,no RTM,Accepted,,Battery
DC LF,14-10-20,20201014 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,16.95,16678.8,RTM,Accepted,,Battery
DC LF,14-10-20,20201014 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,16.99,7339.68,no RTM,Accepted,,Battery
DC LF,14-10-20,20201014 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,14-10-20,20201014 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,14-10-20,20201014 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-13T22:00:00Z,2020-10-14T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-10-20,20201015 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,15-10-20,20201015 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,16.93,19909.68,RTM,Accepted,,Battery
DC LF,15-10-20,20201015 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,16.94,19921.44,no RTM,Accepted,,Battery
DC LF,15-10-20,20201015 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,16.99,7339.68,no RTM,Accepted,,Battery
DC LF,15-10-20,20201015 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,15-10-20,20201015 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,15-10-20,20201015 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-10-20,20201015 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-14T22:00:00Z,2020-10-15T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-10-20,20201016 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,16-10-20,20201016 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,16.98,19968.48,no RTM,Accepted,,Battery
DC LF,16-10-20,20201016 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-10-20,20201016 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,16-10-20,20201016 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-10-20,20201016 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-10-20,20201016 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,16-10-20,20201016 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,0,2020-10-15T22:00:00Z,2020-10-16T22:00:00Z,24,17.24,,no RTM,Rejected,1,Battery
DC LF,17-10-20,20201017 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,16.9,19874.4,RTM,Accepted,,Battery
DC LF,17-10-20,20201017 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,16.98,19968.48,no RTM,Accepted,,Battery
DC LF,17-10-20,20201017 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-10-20,20201017 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,17-10-20,20201017 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,17-10-20,20201017 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-10-20,20201017 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-10-20,20201017 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-16T22:00:00Z,2020-10-17T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,18-10-20,20201018 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,16.98,19968.48,no RTM,Accepted,,Battery
DC LF,18-10-20,20201018 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-10-20,20201018 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-10-20,20201018 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,18-10-20,20201018 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,18-10-20,20201018 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-10-20,20201018 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-10-20,20201018 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-17T22:00:00Z,2020-10-18T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,19-10-20,20201019 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,19-10-20,20201019 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,19-10-20,20201019 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,16.98,19968.48,no RTM,Accepted,,Battery
DC LF,19-10-20,20201019 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
Withdraw,19-10-20,20201019 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,0,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,19-10-20,20201019 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,0,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,19-10-20,20201019 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,0,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,19-10-20,20201019 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-18T22:00:00Z,2020-10-19T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,20-10-20,20201020 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,20-10-20,20201020 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,8,8,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,17,3264,no RTM,Accepted,,Battery
DC LF,20-10-20,20201020 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-10-20,20201020 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-10-20,20201020 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,NA,18,18,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,16.99,7339.68,no RTM,Accepted,,Battery
DC LF,20-10-20,20201020 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-10-20,20201020 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-10-20,20201020 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-19T22:00:00Z,2020-10-20T22:00:00Z,24,16.98,19968.48,no RTM,Accepted,,Battery
Withdraw,21-10-20,20201021 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,0,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,21-10-20,20201021 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,21-10-20,20201021 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,21-10-20,20201021 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,21-10-20,20201021 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,21-10-20,20201021 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,21-10-20,20201021 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
Withdraw,21-10-20,20201021 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,0,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,,no RTM,Rejected,5,Battery
Withdraw,21-10-20,20201021 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,0,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,21-10-20,20201021 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,18,2020-10-20T22:00:00Z,2020-10-21T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,22-10-20,20201022 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,22-10-20,20201022 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
Withdraw,22-10-20,20201022 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,0,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,22-10-20,20201022 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,22-10-20,20201022 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,18,2020-10-21T22:00:00Z,2020-10-22T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,23-10-20,20201023 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,23-10-20,20201023 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
Withdraw,23-10-20,20201023 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,0,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,23-10-20,20201023 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,23-10-20,20201023 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,18,2020-10-22T22:00:00Z,2020-10-23T22:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,24-10-20,20201024 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,24-10-20,20201024 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,24-10-20,20201024 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,24-10-20,20201024 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,24-10-20,20201024 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,24-10-20,20201024 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,24-10-20,20201024 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-10-23T22:00:00Z,2020-10-24T22:00:00Z,24,17,16728,RTM,Accepted,,Battery
